asset,year,technology,region,installed,capacity
0,2035,gasboiler,R1,2025,11.00000000000
0,2039,gasboiler,R1,2025,11.00000000000
1,2035,gasboiler,R1,2030,13.15000000000
1,2039,gasboiler,R1,2030,13.15000000000
1,2040,gasboiler,R1,2030,13.15000000000
1,2044,gasboiler,R1,2030,13.15000000000
2,2040,gasboiler,R1,2035,19.41500000000
2,2044,gasboiler,R1,2035,19.41500000000
2,2045,gasboiler,R1,2035,19.41500000000
2,2049,gasboiler,R1,2035,19.41500000000
3,2035,gasboiler,R2,2025,11.00000000000
3,2039,gasboiler,R2,2025,11.00000000000
4,2035,gasboiler,R2,2030,13.15000000000
4,2039,gasboiler,R2,2030,13.15000000000
4,2040,gasboiler,R2,2030,13.15000000000
4,2044,gasboiler,R2,2030,13.15000000000
5,2040,gasboiler,R2,2035,19.41500000000
5,2044,gasboiler,R2,2035,19.41500000000
5,2045,gasboiler,R2,2035,19.41500000000
5,2049,gasboiler,R2,2035,19.41500000000
6,2035,heatpump,R1,2030,3.85000000000
6,2039,heatpump,R1,2030,3.85000000000
6,2040,heatpump,R1,2030,3.85000000000
6,2044,heatpump,R1,2030,3.85000000000
7,2040,heatpump,R1,2035,0.38500000000
7,2044,heatpump,R1,2035,0.38500000000
7,2045,heatpump,R1,2035,0.38500000000
7,2049,heatpump,R1,2035,0.38500000000
8,2035,heatpump,R2,2030,3.85000000000
8,2039,heatpump,R2,2030,3.85000000000
8,2040,heatpump,R2,2030,3.85000000000
8,2044,heatpump,R2,2030,3.85000000000
9,2040,heatpump,R2,2035,0.38500000000
9,2044,heatpump,R2,2035,0.38500000000
9,2045,heatpump,R2,2035,0.38500000000
9,2049,heatpump,R2,2035,0.38500000000
