asset,year,technology,region,installed,capacity
0,2045,gasboiler,R1,2035,19.41500000000
0,2049,gasboiler,R1,2035,19.41500000000
1,2045,gasboiler,R1,2040,16.06030000000
1,2049,gasboiler,R1,2040,16.06030000000
1,2050,gasboiler,R1,2040,16.06030000000
1,2054,gasboiler,R1,2040,16.06030000000
2,2050,gasboiler,R1,2045,17.79240000000
2,2054,gasboiler,R1,2045,17.79240000000
2,2055,gasboiler,R1,2045,17.79240000000
2,2059,gasboiler,R1,2045,17.79240000000
3,2045,gasboiler,R2,2035,19.41500000000
3,2049,gasboiler,R2,2035,19.41500000000
4,2045,gasboiler,R2,2040,16.06030000000
4,2049,gasboiler,R2,2040,16.06030000000
4,2050,gasboiler,R2,2040,16.06030000000
4,2054,gasboiler,R2,2040,16.06030000000
5,2050,gasboiler,R2,2045,17.79240000000
5,2054,gasboiler,R2,2045,17.79240000000
5,2055,gasboiler,R2,2045,17.79240000000
5,2059,gasboiler,R2,2045,17.79240000000
6,2045,heatpump,R1,2035,0.38500000000
6,2049,heatpump,R1,2035,0.38500000000
7,2045,heatpump,R1,2040,2.13680000000
7,2049,heatpump,R1,2040,2.13680000000
7,2050,heatpump,R1,2040,2.13680000000
7,2054,heatpump,R1,2040,2.13680000000
8,2050,heatpump,R1,2045,0.31860000000
8,2054,heatpump,R1,2045,0.31860000000
8,2055,heatpump,R1,2045,0.31860000000
8,2059,heatpump,R1,2045,0.31860000000
9,2045,heatpump,R2,2035,0.38500000000
9,2049,heatpump,R2,2035,0.38500000000
10,2045,heatpump,R2,2040,2.13680000000
10,2049,heatpump,R2,2040,2.13680000000
10,2050,heatpump,R2,2040,2.13680000000
10,2054,heatpump,R2,2040,2.13680000000
11,2050,heatpump,R2,2045,0.31860000000
11,2054,heatpump,R2,2045,0.31860000000
11,2055,heatpump,R2,2045,0.31860000000
11,2059,heatpump,R2,2045,0.31860000000
