asset,year,technology,region,installed,capacity
0,2020,gassupply1,R1,2020,15.00000000000
0,2025,gassupply1,R1,2020,65.00000000000
0,2030,gassupply1,R1,2020,57.50000000000
0,2035,gassupply1,R1,2020,50.00000000000
0,2040,gassupply1,R1,2020,50.00000000000
0,2045,gassupply1,R1,2020,50.00000000000
0,2050,gassupply1,R1,2020,50.00000000000
0,2059,gassupply1,R1,2020,50.00000000000
1,2020,gassupply1,R2,2020,15.00000000000
1,2025,gassupply1,R2,2020,65.00000000000
1,2030,gassupply1,R2,2020,57.50000000000
1,2035,gassupply1,R2,2020,50.00000000000
1,2040,gassupply1,R2,2020,50.00000000000
1,2045,gassupply1,R2,2020,50.00000000000
1,2050,gassupply1,R2,2020,50.00000000000
1,2059,gassupply1,R2,2020,50.00000000000
