asset,year,region,installed,technology,capacity
0,2050,R1,2020,gassupply1,50.00000000000
0,2055,R1,2020,gassupply1,50.00000000000
0,2059,R1,2020,gassupply1,50.00000000000
1,2050,R1,2025,gassupply1,27.50000000000
1,2055,R1,2025,gassupply1,27.50000000000
1,2059,R1,2025,gassupply1,27.50000000000
1,2060,R1,2025,gassupply1,27.50000000000
1,2064,R1,2025,gassupply1,27.50000000000
2,2050,R1,2035,gassupply1,25.00000000000
2,2055,R1,2035,gassupply1,25.00000000000
2,2059,R1,2035,gassupply1,25.00000000000
2,2060,R1,2035,gassupply1,25.00000000000
2,2064,R1,2035,gassupply1,25.00000000000
2,2065,R1,2035,gassupply1,25.00000000000
2,2074,R1,2035,gassupply1,25.00000000000
3,2050,R1,2040,gassupply1,4.34820000000
3,2055,R1,2040,gassupply1,4.34820000000
3,2059,R1,2040,gassupply1,4.34820000000
3,2060,R1,2040,gassupply1,4.34820000000
3,2064,R1,2040,gassupply1,4.34820000000
3,2065,R1,2040,gassupply1,4.34820000000
3,2074,R1,2040,gassupply1,4.34820000000
3,2075,R1,2040,gassupply1,4.34820000000
3,2079,R1,2040,gassupply1,4.34820000000
4,2050,R2,2020,gassupply1,50.00000000000
4,2055,R2,2020,gassupply1,50.00000000000
4,2059,R2,2020,gassupply1,50.00000000000
5,2050,R2,2025,gassupply1,27.50000000000
5,2055,R2,2025,gassupply1,27.50000000000
5,2059,R2,2025,gassupply1,27.50000000000
5,2060,R2,2025,gassupply1,27.50000000000
5,2064,R2,2025,gassupply1,27.50000000000
6,2050,R2,2035,gassupply1,25.00000000000
6,2055,R2,2035,gassupply1,25.00000000000
6,2059,R2,2035,gassupply1,25.00000000000
6,2060,R2,2035,gassupply1,25.00000000000
6,2064,R2,2035,gassupply1,25.00000000000
6,2065,R2,2035,gassupply1,25.00000000000
6,2074,R2,2035,gassupply1,25.00000000000
7,2050,R2,2040,gassupply1,4.34820000000
7,2055,R2,2040,gassupply1,4.34820000000
7,2059,R2,2040,gassupply1,4.34820000000
7,2060,R2,2040,gassupply1,4.34820000000
7,2064,R2,2040,gassupply1,4.34820000000
7,2065,R2,2040,gassupply1,4.34820000000
7,2074,R2,2040,gassupply1,4.34820000000
7,2075,R2,2040,gassupply1,4.34820000000
7,2079,R2,2040,gassupply1,4.34820000000
