asset,year,region,technology,installed,capacity
0,2045,R1,gasboiler,2035,38.43400000000
0,2049,R1,gasboiler,2035,38.43400000000
1,2045,R1,gasboiler,2040,48.09860000000
1,2049,R1,gasboiler,2040,48.09860000000
1,2050,R1,gasboiler,2040,48.09860000000
1,2054,R1,gasboiler,2040,48.09860000000
2,2050,R1,gasboiler,2045,43.11450000000
2,2054,R1,gasboiler,2045,43.11450000000
2,2055,R1,gasboiler,2045,43.11450000000
2,2059,R1,gasboiler,2045,43.11450000000
3,2045,R1,heatpump,2035,48.61030000000
3,2049,R1,heatpump,2035,48.61030000000
4,2045,R1,heatpump,2040,36.58680000000
4,2049,R1,heatpump,2040,36.58680000000
4,2050,R1,heatpump,2040,36.58680000000
4,2054,R1,heatpump,2040,36.58680000000
5,2050,R1,heatpump,2045,55.12520000000
5,2054,R1,heatpump,2045,55.12520000000
5,2055,R1,heatpump,2045,55.12520000000
5,2059,R1,heatpump,2045,55.12520000000
