timeslice,commodity,region,prices,year
"('all-year', 'all-week', 'night')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'night')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'night')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'night')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'night')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'night')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'night')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'night')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'morning')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'morning')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'morning')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'morning')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'morning')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'morning')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'morning')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'morning')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'afternoon')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'afternoon')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'afternoon')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'afternoon')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'afternoon')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'afternoon')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'early-peak')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'early-peak')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'early-peak')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'early-peak')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'early-peak')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'early-peak')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'late-peak')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'late-peak')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'late-peak')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'late-peak')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'late-peak')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'late-peak')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'evening')",electricity,R1,19.50000000000,2020
"('all-year', 'all-week', 'evening')",electricity,R2,19.50000000000,2020
"('all-year', 'all-week', 'evening')",gas,R1,7.15280000000,2020
"('all-year', 'all-week', 'evening')",gas,R2,7.15280000000,2020
"('all-year', 'all-week', 'evening')",heat,R1,100.00000000000,2020
"('all-year', 'all-week', 'evening')",heat,R2,100.00000000000,2020
"('all-year', 'all-week', 'evening')",CO2f,R1,0.08310000000,2020
"('all-year', 'all-week', 'evening')",CO2f,R2,0.08310000000,2020
"('all-year', 'all-week', 'night')",electricity,R1,1.50720000000,2025
"('all-year', 'all-week', 'night')",electricity,R2,1.50720000000,2025
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2025
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2025
"('all-year', 'all-week', 'night')",heat,R1,1.44320000000,2025
"('all-year', 'all-week', 'night')",heat,R2,1.44320000000,2025
"('all-year', 'all-week', 'night')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'night')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'morning')",electricity,R1,2.26070000000,2025
"('all-year', 'all-week', 'morning')",electricity,R2,2.26070000000,2025
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2025
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2025
"('all-year', 'all-week', 'morning')",heat,R1,2.16480000000,2025
"('all-year', 'all-week', 'morning')",heat,R2,2.16480000000,2025
"('all-year', 'all-week', 'morning')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'morning')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'afternoon')",electricity,R1,1.50720000000,2025
"('all-year', 'all-week', 'afternoon')",electricity,R2,1.50720000000,2025
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2025
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2025
"('all-year', 'all-week', 'afternoon')",heat,R1,1.44320000000,2025
"('all-year', 'all-week', 'afternoon')",heat,R2,1.44320000000,2025
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'early-peak')",electricity,R1,2.26070000000,2025
"('all-year', 'all-week', 'early-peak')",electricity,R2,2.26070000000,2025
"('all-year', 'all-week', 'early-peak')",gas,R1,0.07080000000,2025
"('all-year', 'all-week', 'early-peak')",gas,R2,0.07080000000,2025
"('all-year', 'all-week', 'early-peak')",heat,R1,2.16480000000,2025
"('all-year', 'all-week', 'early-peak')",heat,R2,2.16480000000,2025
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'late-peak')",electricity,R1,4.52150000000,2025
"('all-year', 'all-week', 'late-peak')",electricity,R2,4.52150000000,2025
"('all-year', 'all-week', 'late-peak')",gas,R1,0.14170000000,2025
"('all-year', 'all-week', 'late-peak')",gas,R2,0.14170000000,2025
"('all-year', 'all-week', 'late-peak')",heat,R1,4.32960000000,2025
"('all-year', 'all-week', 'late-peak')",heat,R2,4.32960000000,2025
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'evening')",electricity,R1,3.01430000000,2025
"('all-year', 'all-week', 'evening')",electricity,R2,3.01430000000,2025
"('all-year', 'all-week', 'evening')",gas,R1,0.09440000000,2025
"('all-year', 'all-week', 'evening')",gas,R2,0.09440000000,2025
"('all-year', 'all-week', 'evening')",heat,R1,2.88640000000,2025
"('all-year', 'all-week', 'evening')",heat,R2,2.88640000000,2025
"('all-year', 'all-week', 'evening')",CO2f,R1,0.12010000000,2025
"('all-year', 'all-week', 'evening')",CO2f,R2,0.12010000000,2025
"('all-year', 'all-week', 'night')",electricity,R1,0.96650000000,2030
"('all-year', 'all-week', 'night')",electricity,R2,0.96650000000,2030
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2030
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2030
"('all-year', 'all-week', 'night')",heat,R1,0.81070000000,2030
"('all-year', 'all-week', 'night')",heat,R2,0.81070000000,2030
"('all-year', 'all-week', 'night')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'night')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'morning')",electricity,R1,1.45340000000,2030
"('all-year', 'all-week', 'morning')",electricity,R2,1.45340000000,2030
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2030
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2030
"('all-year', 'all-week', 'morning')",heat,R1,1.22970000000,2030
"('all-year', 'all-week', 'morning')",heat,R2,1.22970000000,2030
"('all-year', 'all-week', 'morning')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'morning')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'afternoon')",electricity,R1,0.96650000000,2030
"('all-year', 'all-week', 'afternoon')",electricity,R2,0.96650000000,2030
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2030
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2030
"('all-year', 'all-week', 'afternoon')",heat,R1,0.81070000000,2030
"('all-year', 'all-week', 'afternoon')",heat,R2,0.81070000000,2030
"('all-year', 'all-week', 'afternoon')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'afternoon')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'early-peak')",electricity,R1,1.45340000000,2030
"('all-year', 'all-week', 'early-peak')",electricity,R2,1.45340000000,2030
"('all-year', 'all-week', 'early-peak')",gas,R1,0.07080000000,2030
"('all-year', 'all-week', 'early-peak')",gas,R2,0.07080000000,2030
"('all-year', 'all-week', 'early-peak')",heat,R1,1.22970000000,2030
"('all-year', 'all-week', 'early-peak')",heat,R2,1.22970000000,2030
"('all-year', 'all-week', 'early-peak')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'early-peak')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'late-peak')",electricity,R1,2.92810000000,2030
"('all-year', 'all-week', 'late-peak')",electricity,R2,2.92810000000,2030
"('all-year', 'all-week', 'late-peak')",gas,R1,0.14170000000,2030
"('all-year', 'all-week', 'late-peak')",gas,R2,0.14170000000,2030
"('all-year', 'all-week', 'late-peak')",heat,R1,2.54160000000,2030
"('all-year', 'all-week', 'late-peak')",heat,R2,2.54160000000,2030
"('all-year', 'all-week', 'late-peak')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'late-peak')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'evening')",electricity,R1,1.94260000000,2030
"('all-year', 'all-week', 'evening')",electricity,R2,1.94260000000,2030
"('all-year', 'all-week', 'evening')",gas,R1,0.09440000000,2030
"('all-year', 'all-week', 'evening')",gas,R2,0.09440000000,2030
"('all-year', 'all-week', 'evening')",heat,R1,1.65790000000,2030
"('all-year', 'all-week', 'evening')",heat,R2,1.65790000000,2030
"('all-year', 'all-week', 'evening')",CO2f,R1,0.15700000000,2030
"('all-year', 'all-week', 'evening')",CO2f,R2,0.15700000000,2030
"('all-year', 'all-week', 'night')",electricity,R1,1.28450000000,2035
"('all-year', 'all-week', 'night')",electricity,R2,1.28450000000,2035
"('all-year', 'all-week', 'night')",gas,R1,0.04720000000,2035
"('all-year', 'all-week', 'night')",gas,R2,0.04720000000,2035
"('all-year', 'all-week', 'night')",heat,R1,1.22150000000,2035
"('all-year', 'all-week', 'night')",heat,R2,1.22150000000,2035
"('all-year', 'all-week', 'night')",CO2f,R1,0.21490000000,2035
"('all-year', 'all-week', 'night')",CO2f,R2,0.21490000000,2035
"('all-year', 'all-week', 'morning')",electricity,R1,1.93030000000,2035
"('all-year', 'all-week', 'morning')",electricity,R2,1.93030000000,2035
"('all-year', 'all-week', 'morning')",gas,R1,0.07080000000,2035
"('all-year', 'all-week', 'morning')",gas,R2,0.07080000000,2035
"('all-year', 'all-week', 'morning')",heat,R1,1.83980000000,2035
"('all-year', 'all-week', 'morning')",heat,R2,1.83980000000,2035
"('all-year', 'all-week', 'morning')",CO2f,R1,0.21490000000,2035
"('all-year', 'all-week', 'morning')",CO2f,R2,0.21490000000,2035
"('all-year', 'all-week', 'afternoon')",electricity,R1,1.28450000000,2035
"('all-year', 'all-week', 'afternoon')",electricity,R2,1.28450000000,2035
"('all-year', 'all-week', 'afternoon')",gas,R1,0.04720000000,2035
"('all-year', 'all-week', 'afternoon')",gas,R2,0.04720000000,2035
